Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Kachin and Shan Conflict,MMR003,Myanmar,People affected,4873000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"The total number affected people (severity phase 2 to 5) Kachin and Shan north states as per HNO 2023.

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR003People affected,2023-01-30,Change in the data/methodology
Kachin and Shan Conflict,MMR003,Myanmar,People in Need,1473000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Total number of PIN are the people who are in the severe, extreme, or catastrophic (severity phase 3 to 5) phases according to the HNO 2023 in Kachin and Shan north states.

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR003People in Need,2023-01-30,Change in the data/methodology
Kachin and Shan Conflict,MMR003,Myanmar,Minimal humanitarian conditions - Level 1,0,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people under minimal phase severity (severity phase 1) according to HNO 2023 in Kachin and Shan north states.

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR003Minimal humanitarian conditions - Level 1,2023-01-30,Change in the data/methodology
Kachin and Shan Conflict,MMR003,Myanmar,Stressed humanitarian conditions - Level 2,3400000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under stressed phase severity (severity phase 2) according to HNO 2023 in Kachin and Shan north states..

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR003Stressed humanitarian conditions - Level 2,2023-01-30,Change in the data/methodology
Kachin and Shan Conflict,MMR003,Myanmar,Moderate humanitarian conditions - Level 3,1165000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under severe phase severity (severity phase 3) according to HNO 2023 n Kachin and Shan north states..

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR003Moderate humanitarian conditions - Level 3,2023-01-30,Change in the data/methodology
Kachin and Shan Conflict,MMR003,Myanmar,Severe humanitarian conditions - Level 4,308000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under extreme phase severity (severity phase 4) according to HNO 2023 in Kachin and Shan north states..

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR003Severe humanitarian conditions - Level 4,2023-01-30,Change in the data/methodology
Kachin and Shan Conflict,MMR003,Myanmar,Extreme humanitarian conditions - Level 5,0,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under catastrophic phase severity (severity phase 5) according to HNO 2023 n Kachin and Shan north states. 

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR003Extreme humanitarian conditions - Level 5,2023-01-30,Change in the data/methodology
Rakhine Conflict,MMR002,Myanmar,Total population,55743830,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,Total population of the country according to HNO 2023,MMR002Total population,2023-01-30,Change in the data/methodology
Rakhine Conflict,MMR002,Myanmar,Landmass affected,36778,Govt. of Myanmar 05/2015,High,1,"
https://dop.gov.mm/sites/dop.gov.mm/files/publication_docs/paletwa_0.pdf","Sum of the areas of the Rakhine state is the affected area 36,778",MMR002Landmass affected,2023-01-30,Change in the data/methodology
Rakhine Conflict,MMR002,Myanmar,People exposed,3472000,OCHA 15/01/2023,High,1,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"The total of population in Rakhaine state according to HNO 2023 is exposed. Although Paletwa township is affected by Rakhaine conflict crisis the population of the township is relatively  very small and not considered in the figure.
",MMR002People exposed,2023-01-30,Change in the data/methodology
Rakhine Conflict,MMR002,Myanmar,People affected,3472000,OCHA 15/01/2023,Medium ,2,"https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023;


","People affected (i.e., excluding people facing minimal severity [severity phase 1] from the total affected population) as per HNO 2023 for Rakhine state:
3,472,000

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR002People affected,2023-01-30,Change in the data/methodology
Rakhine Conflict,MMR002,Myanmar,People in Need,1672000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Total number of people in the severe, extreme, and catastrophic phases (i.e., severity phases 3, 4, and 5) in HNO 2023 in Rakhine state =1,672,000. 

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR002People in Need,2023-01-30,Change in the data/methodology
Rakhine Conflict,MMR002,Myanmar,Minimal humanitarian conditions - Level 1,0,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people under minimal phase severity (severity phase 1) according to HNO 2023 in Rakhine state .

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR002Minimal humanitarian conditions - Level 1,2023-01-30,Change in the data/methodology
Rakhine Conflict,MMR002,Myanmar,Stressed humanitarian conditions - Level 2,1800000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under stressed phase severity (severity phase 2) according to HNO 2023 in Rakhine state .

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR002Stressed humanitarian conditions - Level 2,2023-01-30,Change in the data/methodology
Rakhine Conflict,MMR002,Myanmar,Moderate humanitarian conditions - Level 3,434000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under severe phase severity (severity phase 3)  in HNO 2023 according to HNO 2023 in Rakhine state.

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR002Moderate humanitarian conditions - Level 3,2023-01-30,Change in the data/methodology
Rakhine Conflict,MMR002,Myanmar,Severe humanitarian conditions - Level 4,1238000,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,"Number of people in need under extreme phase severity (severity phase 4) according to HNO 2023 in Rakhine state .

Severity Phase 1 to 5 in HNO 2023 corresponds to severity index's Level 1 to 5 (i.e., Severity Phase 1 of HNO 2023 = Level 1 of severity index,  Severity Phase 2 of HNO 2023 = Level 2 of severity index, ...)",MMR002Severe humanitarian conditions - Level 4,2023-01-30,Change in the data/methodology
Multiple crises in Myanmar,MMR001,Myanmar,Total population,55743830,OCHA 15/01/2023,Medium ,2,https://reliefweb.int/report/myanmar/myanmar-humanitarian-needs-overview-2023-january-2023,Total population of the country according to HNO 2023,MMR001Total population,2023-01-30,Change in the data/methodology
Multiple crises in Myanmar,MMR001,Myanmar,Landmass affected,676578,MIMU accessed 29/01/2023,High,1,https://themimu.info/country-overview,Total area of the country.,MMR001Landmass affected,2023-01-30,Change in the data/methodology
Complex crisis in Libya,LBY001,Libya,Landmass affected,1759540,World Bank 2021,High,1,https://data.worldbank.org/indicator/AG.LND.TOTL.K2?locations=LY,The figure represents the total landmass of Libya,LBY001Landmass affected,2023-01-30,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,Landmass affected,1759540,World Bank 2021,High,1,https://data.worldbank.org/indicator/AG.LND.TOTL.K2?locations=LY,The figure represents the total landmass of Libya,LBY002Landmass affected,2023-01-30,Humanitarian development
Complex crisis in Pakistan,PAK001,Pakistan,Injuries reported,12900,OCHA 15/10/22,Medium ,2,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-9-14-october-2022,Total flood injuries,PAK001Injuries reported,2023-01-30,Change in the data/methodology
Complex crisis in Afghanistan,AFG001,Afghanistan,Total population,43100000,OCHA 23/01/23,High,1,https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,Total population according to Latest HNO,AFG001Total population,2023-01-30,Change in the data/methodology
Complex crisis in Afghanistan,AFG001,Afghanistan,Landmass affected,652867,Central Statistics Organization of the Islamic Republic of Afghanistan 2017,High,1,http://cso.gov.af/en/page/1500/4722/1396,"Conflict and natural disasters contributed to humanitarian needs in all provinces and districts in Afghanistan. Though certain areas and populations are considered to be more severely affected, it is assumed that the entire country is experiencing a humanitarian crisis to a certain extent.",AFG001Landmass affected,2023-01-30,Change in the data/methodology
Complex crisis in Afghanistan,AFG001,Afghanistan,People exposed,43100000,OCHA 23/01/23,High,1,https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,"While conflict affects the entire country and is the primary driver of need in Afghanistan, the country is also severely impacted by natural hazards such as drought and flooding. The entire country and therefore the entire population is exposed to various crises, though to different degrees.",AFG001People exposed,2023-01-30,Change in the data/methodology
Complex crisis in Afghanistan,AFG001,Afghanistan,People affected,37600000,OCHA 23/01/23,Low,3,https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,"Given the complexity and protracted nature of the conflict and natural hazards which also drive needs across the country, the 2023 HNO has estimated that Level 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) are the affected population. Note: The number of people affected because of the Khost and Paktika earthquake= PIN and is considered to be included, therefore it will not be added to the number of people affected in the complex crisis severity index calculations to avoid duplication.  ",AFG001People affected,2023-01-30,Change in the data/methodology
Complex crisis in Afghanistan,AFG001,Afghanistan,People in Need,28400000,OCHA 23/01/23,High,1,"https://www.ipcinfo.org/ipc-country-analysis/details-map/fr/c/1155595/?iso3=AFG;
https://reliefweb.int/report/afghanistan/afghanistan-emergency-earthquake-response-plan-july-september-2022-27-june-2022-summary-emergency-needs-planned-reach-and-funding-requirements
https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2022-january-2022;","Total PIN according to the new 2023 
Based on the HNO, the severity has divided the severity into five levels: Level 1 (minimal), 2 (stress), 3 (severe), 4 (extreme), and 5 (catastrophic).
Based on their projection:
1 (minimal) + 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = entire population = exposed to the crisis.  
2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = affected population 
3 (severe) + 4 (extreme) + 5 (catastrophic) = PiN 
Note: The number of PIN because of the Khost and Paktika earthquake is already included, therefore it will not be added to the number of PIN in the complex crisis severity index calculations to avoid duplication.  ",AFG001People in Need,2023-01-30,Change in the data/methodology
Complex crisis in Afghanistan,AFG001,Afghanistan,Minimal humanitarian conditions - Level 1,5500000,OCHA 23/01/23,High,1,https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2023,"Total PIN according to the new 2023 
Based on the HNO, the severity has divided the severity into five levels: Level 1 (minimal), 2 (stress), 3 (severe), 4 (extreme), and 5 (catastrophic).
Based on their projection:
1 (minimal) + 2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = entire population = exposed to the crisis.  
2 (stress) + 3 (severe) + 4 (extreme) + 5 (catastrophic) = affected population 
3 (severe) + 4 (extreme) + 5 (catastrophic) = PiN 
Note: The number of PIN because of the Khost and Paktika earthquake is already included, therefore it will not be added to the number of PIN in the complex crisis severity index calculations to avoid duplication.  ",AFG001Minimal humanitarian conditions - Level 1,2023-01-30,Change in the data/methodology
