,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
NGA004,255,255,255,3,3,255,255,255,255,255,1735,127,127,127,127,127,127,127,127,127,339.8,,
NGA007,255,255,255,3,3,255,255,255,255,255,1567,126,126,126,126,126,126,126,126,126,322.9,,
NGA008,255,255,3,3,615,3,3,3,3,3,124,126,126,126,126,126,126,126,126,126,88.6,,
NIC001,31,31,31,31,31,31,31,31,31,31,31,125,125,125,125,125,125,125,125,125,40.4,,
NPL003,122,122,122,122,122,122,122,122,122,122,122,125,125,125,125,125,125,125,125,125,122.3,,
PAK001,824,336,122,60,7,7,7,7,7,7,1879,125,125,125,125,125,125,125,125,125,222.8,,
PAK004,4,4,4,824,4,4,824,824,824,824,1859,125,125,125,125,125,125,125,125,125,611.6,,
PAK005,397,279,279,60,487,3,3,3,3,3,612,125,125,125,125,125,125,125,125,125,157.8,,
PAN002,31,31,31,31,31,31,31,31,31,31,31,125,125,125,125,125,125,125,125,125,40.4,,
PER002,31,31,31,31,31,31,31,31,31,31,31,125,125,125,125,125,125,125,125,125,40.4,,
PHL003,156,156,4,4,4,4,4,4,4,4,156,125,125,125,125,125,125,125,125,125,31.3,,
PNG003,64,64,64,31,31,31,31,31,31,64,64,125,125,125,125,125,125,125,125,125,50.3,,
POL002,3,3,3,3,3,3,3,3,3,3,3,128,128,128,128,128,128,128,128,128,15.5,,
PRK001,1104,214,214,7,7,214,214,336,397,397,1889,125,125,125,125,125,125,125,125,125,380,,
PSE002,91,60,60,0,0,5,5,5,5,5,32,125,125,125,125,125,125,125,125,125,24.2,,
PSE003,91,60,60,0,0,60,60,60,60,60,32,125,125,125,125,125,125,125,125,125,51.7,,
PSE004,91,60,60,0,0,5,5,5,5,5,32,125,125,125,125,125,125,125,125,125,24.2,,
REG001,269,269,269,3,3,269,269,269,269,269,3,123,123,123,123,123,123,123,123,123,174.6,,
REG002,580,580,580,580,580,580,580,580,580,748,580,124,124,124,124,124,124,124,124,124,551.2,,
REG004,277,277,277,277,277,277,277,277,277,277,1776,125,125,125,125,125,125,125,125,125,411.7,,
REG006,0,0,0,0,0,0,0,0,0,0,1779,125,125,125,125,125,125,125,125,125,190.4,,
REG007,18,18,18,18,18,18,18,18,18,18,581,125,125,125,125,125,125,125,125,125,85,,
REG008,18,18,18,18,18,18,18,18,18,18,581,125,125,125,125,125,125,125,125,125,85,,
REG011,1,1,1,1,1,1,1,1,1,1,1,125,125,125,125,125,125,125,125,125,13.4,,
REG012,1,1,1,1,1,1,1,1,1,1,1,125,125,125,125,125,125,125,125,125,13.4,,
REG013,91,0,0,0,0,0,0,0,0,0,247,125,125,125,125,125,125,125,125,125,37.2,,
REG014,255,3,3,60,60,3,3,3,3,3,760,124,124,124,124,124,124,124,124,124,102.2,,
REG015,277,277,277,122,122,122,122,122,122,122,277,125,125,125,125,125,125,125,125,125,153.3,,
ROU002,3,3,3,3,3,3,3,3,3,3,3,128,128,128,128,128,128,128,128,128,15.5,,
