Country,Crisis,Crisis ID,ISO3 code,Region,Type of crisis,Website name,Country level,,Indicator,Reliability,Type of entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Multiple crises in Burkina Faso,BFA004,BFA,Africa,Multiple crises country,Country level,Yes,Aggregated,Fatalities in all crises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,Complex in Burundi,BDI001,BDI,Africa,Complex crisis,Complex crisis ,Yes,Individual,Crisis affected groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,Multiple crises in Cameroon,CMR001,CMR,Africa,Multiple crises country,Country level,Yes,Aggregated,People facing limited access constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,Boko Haram in Cameroon,CMR002,CMR,Africa,Conflict,Boko Haram,No,Individual,People facing restricted access constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,Anglophone Crisis in Cameroon,CMR003,CMR,Africa,Conflict,Anglophone crisis,No,Individual,Impediments to entry into country (bureaucratic and administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CAR refugees in Cameroon,CMR004,CMR,Africa,International displacement,CAR refugees,No,Individual,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,Complex crisis in CAR,CAF001,CAF,Africa,Complex crisis,Complex crisis,Yes,Individual,Interference into implementation of humanitarian activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Complex crisis in Chad,TCD001,TCD,Africa,Multiple crises country,Complex crisis,Yes,Aggregated,"Violence against personnel, facilities and assets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Boko Haram in Chad,TCD003,TCD,Africa,Conflict,Boko Haram ,No,Individual,Denial of existence of humanitarian needs or entitlements to assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,CAR refugees in Chad,TCD004,TCD,Africa,International displacement,CAR refugees,No,Individual,Restriction and obstruction of access to services and assistance,,,,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities,Crisis related fatalities
Chad,Darfur refugees in Chad,TCD005,TCD,Africa,International displacement,Darfur refugees,No,Individual,Ongoing insecurity/hostilities affecting humanitarian assistance,,,,People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2),People facing stressed humanitarian needs (level 2)
